"","lat","long","datetime","TSK","PSFC","U10","V10","Q2","RAINC","RAINNC","SNOW","TSLB","SMOIS","wind_speed"
"18589","51.529","0.022",2018-05-30 12:00:00,296.8,100943,0,-0.6,0.00891,0,0.5,0,290.3,0.3343,0.6
"18590","51.529","0.022",2018-05-30 15:00:00,296.8,100829,-0.6,1.3,0.00976,0,0.5,0,290.3,0.334,1.43178210632764
"18591","51.529","0.022",2018-05-30 18:00:00,296.8,100837,0.1,3.1,0.00976,0.1,0.5,0,290.3,0.3442,3.10161248385416
"18592","51.529","0.022",2018-05-30 21:00:00,293.7,100918,0.1,2.9,0.00976,0.1,0.5,0,290.3,0.3407,2.90172362570938
"18593","51.529","0.022",2018-05-31 00:00:00,288.7,101031,-0.8,1.1,0.00976,0,0.1,0,289.6,0.3368,1.36014705087354
"18594","51.529","0.022",2018-05-31 03:00:00,288,101063,-1.4,-0.1,0.00929,0,0.1,0,288.6,0.3362,1.40356688476182
"18595","51.529","0.022",2018-05-31 06:00:00,288.5,101054,-1.4,-0.6,0.00906,0,0.1,0,288.5,0.3357,1.52315462117278
"18596","51.529","0.022",2018-05-31 09:00:00,296.8,101091,-2.1,-0.8,0.00976,0,0.1,0,290.3,0.3353,2.24722050542442
"18597","51.529","0.022",2018-05-31 12:00:00,296.8,100997,-3.4,-0.3,0.00976,0,0.1,0,290.3,0.3349,3.4132096331752
"18598","51.529","0.022",2018-05-31 15:00:00,296.8,100930,-3.0933962501434,1.2,0.00976,0.1,0.1,0,290.3,0.3674,3.31799643767157
"18599","51.529","0.022",2018-05-31 18:00:00,296.8,100947,-2.6,2.3,0.00976,0.1,0.1,0,290.3,0.3778,3.47131099154196
"18600","51.529","0.022",2018-05-31 21:00:00,294.3,101077,-1.2,2,0.00976,0.1,0.1,0,290.3,0.3793,2.33238075793812
